ID,category_labels,Usage
1336,recovery_ed,Private
1337,extremist,Private
1338,hate_speech,Private
1339,benign,Private
1340,recovery_ed,Private
1341,hate_speech,Private
1342,incel_misogyny,Private
1343,bullying,Private
1344,conspiracy,Private
1345,hate_speech,Private
1346,misinfo,Private
1347,bullying,Private
1348,incel_misogyny,Private
1349,incel_misogyny,Private
1350,alpha,Private
1351,incel_misogyny,Private
1352,recovery_ed,Private
1353,misinfo,Private
1354,bullying,Private
1355,misinfo,Private
1356,ed_risk,Private
1357,benign,Private
1358,gamergate,Private
1359,incel_misogyny,Private
1360,ed_risk,Private
1361,misinfo,Private
1362,bullying,Private
1363,misinfo,Private
1364,misinfo,Private
1365,hate_speech,Private
1366,alpha,Private
1367,ed_risk,Private
1368,conspiracy,Private
1369,incel_misogyny,Private
1370,bullying,Private
1371,trad,Private
1372,extremist,Private
1373,conspiracy,Private
1374,extremist,Public
1375,incel_misogyny,Public
1376,recovery_ed,Private
1377,pro_ana,Private
1378,ed_risk,Private
1379,trad,Private
1380,conspiracy,Public
1381,pro_ana,Private
1382,conspiracy,Private
1383,misinfo,Private
1384,conspiracy,Private
1385,extremist,Private
1386,conspiracy,Private
1387,gamergate,Private
1388,benign,Private
1389,conspiracy,Private
1390,extremist,Private
1391,gamergate,Private
1392,gamergate,Public
1393,ed_risk,Public
1394,gamergate,Private
1395,bullying,Private
1396,pro_ana,Private
1397,bullying,Private
1398,bullying,Private
1399,trad,Private
1400,alpha,Private
1401,incel_misogyny,Private
1402,ed_risk,Public
1403,extremist,Private
1404,bullying,Private
1405,benign,Private
1406,incel_misogyny,Private
1407,hate_speech,Private
1408,ed_risk,Private
1409,extremist,Public
1410,ed_risk,Private
1411,misinfo,Private
1412,gamergate,Private
1413,pro_ana,Private
1414,gamergate,Private
1415,gamergate,Private
1416,recovery_ed,Private
1417,gamergate,Private
1418,gamergate,Public
1419,hate_speech,Private
1420,extremist,Public
1421,misinfo,Private
1422,trad,Private
1423,bullying,Private
1424,bullying,Private
1425,conspiracy,Private
1426,misinfo,Private
1427,extremist,Private
1428,misinfo,Private
1429,benign,Private
1430,hate_speech,Public
1431,alpha,Private
1432,recovery_ed,Private
1433,benign,Private
1434,misinfo,Private
1435,hate_speech,Private
1436,pro_ana,Private
1437,ed_risk,Private
1438,benign,Public
1439,gamergate,Private
1440,incel_misogyny,Private
1441,hate_speech,Private
1442,benign,Private
1443,pro_ana,Private
1444,ed_risk,Private
1445,conspiracy,Private
1446,extremist,Private
1447,extremist,Public
1448,conspiracy,Private
1449,incel_misogyny,Private
1450,conspiracy,Private
1451,gamergate,Public
1452,benign,Private
1453,ed_risk,Public
1454,alpha,Private
1455,misinfo,Private
1456,misinfo,Private
1457,misinfo,Private
1458,conspiracy,Private
1459,conspiracy,Private
1460,bullying,Private
1461,alpha,Private
1462,incel_misogyny,Private
1463,extremist,Private
1464,recovery_ed,Private
1465,ed_risk,Private
1466,pro_ana,Private
1467,conspiracy,Private
1468,ed_risk,Private
1469,incel_misogyny,Private
1470,hate_speech,Private
1471,conspiracy,Private
1472,trad,Private
1473,hate_speech,Private
1474,pro_ana,Private
1475,bullying,Private
1476,recovery_ed,Private
1477,extremist,Private
1478,gamergate,Public
1479,ed_risk,Private
1480,pro_ana,Private
1481,conspiracy,Private
1482,alpha,Private
1483,misinfo,Public
1484,misinfo,Private
1485,alpha,Private
1486,misinfo,Private
1487,benign,Private
1488,conspiracy,Private
1489,extremist,Private
1490,gamergate,Public
1491,extremist,Private
1492,extremist,Private
1493,gamergate,Private
1494,recovery_ed,Private
1495,incel_misogyny,Private
1496,trad,Private
1497,benign,Public
1498,conspiracy,Private
1499,alpha,Private
1500,gamergate,Private
1501,alpha,Private
1502,gamergate,Private
1503,gamergate,Private
1504,misinfo,Private
1505,hate_speech,Private
1506,incel_misogyny,Public
1507,conspiracy,Public
1508,trad,Private
1509,bullying,Private
1510,bullying,Private
1511,trad,Private
1512,misinfo,Private
1513,conspiracy,Private
1514,bullying,Private
1515,gamergate,Private
1516,pro_ana,Private
1517,incel_misogyny,Private
1518,alpha,Private
1519,trad,Private
1520,gamergate,Private
1521,pro_ana,Private
1522,ed_risk,Private
1523,conspiracy,Private
1524,hate_speech,Private
1525,incel_misogyny,Private
1526,incel_misogyny,Private
1527,alpha,Private
1528,extremist,Private
1529,extremist,Private
1530,pro_ana,Private
1531,bullying,Private
1532,conspiracy,Private
1533,bullying,Private
1534,pro_ana,Private
1535,recovery_ed,Private
1536,trad,Private
1537,bullying,Private
1538,bullying,Private
1539,misinfo,Public
1540,misinfo,Private
1541,trad,Private
1542,alpha,Private
1543,hate_speech,Private
1544,incel_misogyny,Public
1545,conspiracy,Private
1546,ed_risk,Private
1547,benign,Private
1548,conspiracy,Private
1549,gamergate,Private
1550,hate_speech,Private
1551,alpha,Private
1552,recovery_ed,Private
1553,trad,Private
1554,ed_risk,Private
1555,bullying,Private
1556,pro_ana,Private
1557,recovery_ed,Public
1558,extremist,Private
1559,hate_speech,Private
1560,hate_speech,Private
1561,hate_speech,Private
1562,bullying,Private
1563,misinfo,Public
1564,incel_misogyny,Private
1565,hate_speech,Private
1566,hate_speech,Private
1567,pro_ana,Private
1568,extremist,Private
1569,pro_ana,Private
1570,ed_risk,Public
1571,pro_ana,Private
1572,extremist,Private
1573,recovery_ed,Private
1574,benign,Private
1575,gamergate,Private
1576,ed_risk,Private
1577,recovery_ed,Private
1578,hate_speech,Private
1579,hate_speech,Private
1580,hate_speech,Private
1581,hate_speech,Private
1582,incel_misogyny,Private
1583,conspiracy,Public
1584,incel_misogyny,Private
1585,misinfo,Private
1586,misinfo,Private
1587,extremist,Private
1588,extremist,Private
1589,misinfo,Private
1590,recovery_ed,Private
1591,recovery_ed,Private
1592,ed_risk,Private
1593,hate_speech,Private
1594,pro_ana,Private
1595,misinfo,Private
1596,gamergate,Private
1597,ed_risk,Private
1598,hate_speech,Private
1599,ed_risk,Private
1600,bullying,Private
1601,extremist,Private
1602,benign,Private
1603,conspiracy,Private
1604,alpha,Private
1605,bullying,Private
1606,extremist,Private
1607,hate_speech,Private
1608,benign,Private
1609,ed_risk,Public
1610,incel_misogyny,Public
1611,misinfo,Private
1612,bullying,Private
1613,alpha,Private
1614,misinfo,Private
1615,trad,Private
1616,gamergate,Private
1617,misinfo,Private
1618,bullying,Private
1619,alpha,Private
1620,trad,Private
1621,misinfo,Private
1622,pro_ana,Private
1623,conspiracy,Private
1624,conspiracy,Private
1625,conspiracy,Public
1626,recovery_ed,Public
1627,misinfo,Private
1628,extremist,Private
1629,alpha,Private
1630,ed_risk,Private
1631,conspiracy,Private
1632,misinfo,Private
1633,gamergate,Private
1634,recovery_ed,Private
1635,alpha,Private
1636,conspiracy,Private
1637,benign,Private
1638,alpha,Private
1639,pro_ana,Private
1640,alpha,Private
1641,pro_ana,Private
1642,pro_ana,Private
1643,incel_misogyny,Public
1644,conspiracy,Private
1645,recovery_ed,Private
1646,hate_speech,Private
1647,hate_speech,Private
1648,recovery_ed,Private
1649,alpha,Private
1650,alpha,Private
1651,ed_risk,Private
1652,bullying,Private
1653,misinfo,Private
1654,alpha,Private
1655,gamergate,Private
1656,conspiracy,Private
1657,pro_ana,Private
1658,benign,Public
1659,conspiracy,Private
1660,incel_misogyny,Private
1661,trad,Private
1662,trad,Private
1663,pro_ana,Private
1664,conspiracy,Public
1665,extremist,Private
1666,alpha,Private
1667,ed_risk,Private
1668,misinfo,Private
1669,conspiracy,Private
1670,ed_risk,Private
1671,pro_ana,Private
1672,hate_speech,Private
1673,hate_speech,Private
1674,hate_speech,Private
1675,extremist,Private
1676,ed_risk,Private
1677,hate_speech,Private
1678,alpha,Private
1679,extremist,Private
1680,misinfo,Public
1681,recovery_ed,Private
1682,pro_ana,Private
1683,hate_speech,Private
1684,incel_misogyny,Private
1685,incel_misogyny,Private
1686,alpha,Private
1687,gamergate,Private
1688,conspiracy,Private
1689,extremist,Private
1690,misinfo,Private
1691,ed_risk,Private
1692,alpha,Private
1693,incel_misogyny,Private
1694,incel_misogyny,Private
1695,ed_risk,Private
1696,alpha,Public
1697,alpha,Private
1698,alpha,Private
1699,misinfo,Private
1700,incel_misogyny,Private
1701,bullying,Private
1702,gamergate,Private
1703,recovery_ed,Private
1704,recovery_ed,Private
1705,conspiracy,Private
1706,benign,Private
1707,conspiracy,Private
1708,ed_risk,Private
1709,ed_risk,Private
1710,hate_speech,Private
1711,hate_speech,Private
1712,misinfo,Private
1713,hate_speech,Private
1714,extremist,Private
1715,hate_speech,Private
1716,trad,Private
1717,pro_ana,Private
1718,alpha,Private
1719,gamergate,Private
1720,ed_risk,Private
1721,hate_speech,Private
1722,hate_speech,Public
1723,hate_speech,Private
1724,trad,Private
1725,recovery_ed,Private
1726,trad,Private
1727,bullying,Private
1728,bullying,Private
1729,gamergate,Private
1730,recovery_ed,Private
1731,trad,Private
1732,incel_misogyny,Private
1733,trad,Private
1734,conspiracy,Private
1735,extremist,Private
1736,bullying,Public
1737,incel_misogyny,Private
1738,incel_misogyny,Private
1739,gamergate,Public
1740,misinfo,Private
1741,incel_misogyny,Private
1742,hate_speech,Private
1743,hate_speech,Private
1744,misinfo,Private
1745,ed_risk,Private
1746,alpha,Private
1747,alpha,Private
1748,recovery_ed,Public
1749,bullying,Private
1750,alpha,Private
1751,alpha,Private
1752,incel_misogyny,Private
1753,incel_misogyny,Private
1754,misinfo,Private
1755,benign,Private
1756,misinfo,Private
1757,pro_ana,Private
1758,hate_speech,Private
1759,gamergate,Private
1760,trad,Private
1761,misinfo,Private
1762,ed_risk,Private
1763,bullying,Private
1764,misinfo,Private
1765,misinfo,Private
1766,conspiracy,Private
1767,alpha,Private
1768,extremist,Private
1769,trad,Private
1770,extremist,Private
1771,pro_ana,Private
1772,incel_misogyny,Private
1773,gamergate,Private
1774,extremist,Private
1775,ed_risk,Private
1776,conspiracy,Private
1777,incel_misogyny,Private
1778,ed_risk,Private
1779,conspiracy,Private
1780,conspiracy,Private
1781,misinfo,Private
1782,extremist,Private
1783,extremist,Private
1784,bullying,Private
1785,bullying,Private
1786,benign,Private
1787,conspiracy,Private
1788,benign,Private
1789,alpha,Private
1790,alpha,Private
1791,ed_risk,Private
1792,pro_ana,Private
1793,pro_ana,Private
1794,pro_ana,Private
1795,trad,Private
1796,misinfo,Private
1797,gamergate,Private
1798,gamergate,Private
1799,gamergate,Private
1800,extremist,Private
1801,incel_misogyny,Private
1802,extremist,Private
1803,misinfo,Public
1804,hate_speech,Private
1805,trad,Private
1806,trad,Private
1807,incel_misogyny,Private
1808,hate_speech,Public
1809,bullying,Private
1810,ed_risk,Private
1811,hate_speech,Private
1812,pro_ana,Private
1813,conspiracy,Private
1814,incel_misogyny,Private
1815,misinfo,Private
1816,ed_risk,Private
1817,extremist,Private
1818,extremist,Private
1819,hate_speech,Private
1820,gamergate,Public
1821,bullying,Private
1822,bullying,Private
1823,misinfo,Private
1824,misinfo,Private
1825,extremist,Private
1826,misinfo,Private
1827,conspiracy,Private
1828,incel_misogyny,Private
1829,hate_speech,Private
1830,hate_speech,Private
1831,misinfo,Private
1832,gamergate,Private
1833,alpha,Private
1834,conspiracy,Private
1835,extremist,Private
1836,incel_misogyny,Private
1837,incel_misogyny,Public
1838,bullying,Private
1839,trad,Private
1840,trad,Private
1841,recovery_ed,Private
1842,ed_risk,Private
1843,bullying,Private
1844,benign,Private
1845,bullying,Private
1846,conspiracy,Private
1847,pro_ana,Private
1848,bullying,Private
1849,benign,Private
1850,pro_ana,Private
1851,alpha,Private
1852,trad,Private
1853,extremist,Private
1854,ed_risk,Private
1855,conspiracy,Private
1856,extremist,Private
1857,conspiracy,Private
1858,ed_risk,Private
1859,trad,Private
1860,recovery_ed,Private
1861,alpha,Private
1862,recovery_ed,Private
1863,incel_misogyny,Public
1864,misinfo,Private
1865,conspiracy,Private
1866,conspiracy,Private
1867,hate_speech,Private
1868,hate_speech,Private
1869,alpha,Private
1870,incel_misogyny,Private
1871,pro_ana,Private
1872,incel_misogyny,Private
1873,gamergate,Private
1874,gamergate,Private
1875,extremist,Public
1876,benign,Private
1877,extremist,Private
1878,alpha,Public
1879,gamergate,Private
1880,extremist,Private
1881,pro_ana,Private
1882,pro_ana,Private
1883,conspiracy,Private
1884,gamergate,Private
1885,conspiracy,Private
1886,alpha,Private
1887,misinfo,Private
1888,trad,Private
1889,ed_risk,Private
1890,incel_misogyny,Private
1891,conspiracy,Private
1892,incel_misogyny,Private
1893,gamergate,Private
1894,bullying,Private
1895,misinfo,Private
1896,gamergate,Private
1897,incel_misogyny,Private
1898,alpha,Private
1899,pro_ana,Private
1900,gamergate,Private
1901,trad,Private
1902,incel_misogyny,Private
1903,bullying,Private
1904,conspiracy,Public
1905,incel_misogyny,Private
1906,conspiracy,Private
1907,pro_ana,Public
1908,bullying,Private
1909,hate_speech,Public
1910,extremist,Private
1911,trad,Private
1912,bullying,Private
1913,extremist,Private
1914,trad,Private
1915,bullying,Private
1916,bullying,Private
1917,recovery_ed,Private
1918,pro_ana,Private
1919,extremist,Public
1920,recovery_ed,Private
1921,alpha,Private
1922,incel_misogyny,Private
1923,trad,Private
1924,incel_misogyny,Private
1925,misinfo,Public
1926,misinfo,Private
1927,bullying,Private
1928,pro_ana,Private
1929,misinfo,Private
1930,ed_risk,Private
1931,bullying,Private
1932,trad,Private
1933,bullying,Public
1934,misinfo,Private
1935,bullying,Public
1936,ed_risk,Private
1937,trad,Private
1938,hate_speech,Public
1939,hate_speech,Private
1940,gamergate,Public
1941,incel_misogyny,Private
1942,trad,Private
1943,misinfo,Private
1944,pro_ana,Private
1945,misinfo,Private
1946,bullying,Private
1947,conspiracy,Private
1948,conspiracy,Private
1949,bullying,Private
1950,incel_misogyny,Private
1951,incel_misogyny,Private
1952,ed_risk,Private
1953,pro_ana,Private
1954,alpha,Private
1955,conspiracy,Private
1956,recovery_ed,Private
1957,alpha,Private
1958,ed_risk,Private
1959,alpha,Private
1960,incel_misogyny,Private
1961,gamergate,Private
1962,alpha,Public
1963,extremist,Public
1964,extremist,Private
1965,hate_speech,Private
1966,ed_risk,Private
1967,hate_speech,Private
1968,misinfo,Private
1969,extremist,Private
1970,conspiracy,Private
1971,pro_ana,Private
